structure,robot,dataset,scene_id,r_filter,n_points,solved,time_secs,construction_secs,n_samples,n_nodes
kiddo,panda,bookshelf_small,44,0.048,2393,true,0.00552076,0.000105562,1859,14
mvtable_simd,panda,bookshelf_small,44,0.048,2393,true,0.002081789,0.000177968,1859,14
mvtable_mutable_simd,panda,bookshelf_small,44,0.048,2393,true,0.001994068,0.000259734,1859,14
capt_simd,panda,bookshelf_small,44,0.048,2393,true,0.002901286,0.004180866,1859,14
mvtable,panda,bookshelf_small,45,0.048,2383,true,0.000186139,0.000163914,10,6
mvtable_mutable,panda,bookshelf_small,45,0.048,2383,true,0.000176679,0.000175726,10,6
capt,panda,bookshelf_small,45,0.048,2383,true,0.000233823,0.003457385,10,6
kiddo,panda,bookshelf_small,45,0.048,2383,true,0.000437449,0.000123069,10,6
mvtable_simd,panda,bookshelf_small,45,0.048,2383,true,0.000173316,0.00014137,10,6
mvtable_mutable_simd,panda,bookshelf_small,45,0.048,2383,true,0.000165593,0.000176348,10,6
capt_simd,panda,bookshelf_small,45,0.048,2383,true,0.000176156,0.004097925,10,6
mvtable,panda,bookshelf_small,46,0.048,2333,true,0.000088728,0.000158582,8,5
mvtable_mutable,panda,bookshelf_small,46,0.048,2333,true,0.000080146,0.000175372,8,5
capt,panda,bookshelf_small,46,0.048,2333,true,0.000180898,0.003397802,8,5
kiddo,panda,bookshelf_small,46,0.048,2333,true,0.000395484,0.000101647,8,5
mvtable_simd,panda,bookshelf_small,46,0.048,2333,true,0.000079489,0.000223543,8,5
mvtable_mutable_simd,panda,bookshelf_small,46,0.048,2333,true,0.000069032,0.000176895,8,5
capt_simd,panda,bookshelf_small,46,0.048,2333,true,0.000135887,0.004024233,8,5
mvtable,panda,bookshelf_small,47,0.048,2374,true,0.000221063,0.000181286,23,7
mvtable_mutable,panda,bookshelf_small,47,0.048,2374,true,0.000200812,0.000179646,23,7
capt,panda,bookshelf_small,47,0.048,2374,true,0.000461876,0.003398024,23,7
kiddo,panda,bookshelf_small,47,0.048,2374,true,0.000641053,0.00010469,23,7
mvtable_simd,panda,bookshelf_small,47,0.048,2374,true,0.000228764,0.000184533,23,7
mvtable_mutable_simd,panda,bookshelf_small,47,0.048,2374,true,0.000199183,0.000180748,23,7
capt_simd,panda,bookshelf_small,47,0.048,2374,true,0.000267013,0.004093909,23,7
mvtable,panda,bookshelf_small,48,0.048,2338,true,0.000069535,0.000153043,3,4
mvtable_mutable,panda,bookshelf_small,48,0.048,2338,true,0.000068266,0.000280002,3,4
capt,panda,bookshelf_small,48,0.048,2338,true,0.000126141,0.003247402,3,4
kiddo,panda,bookshelf_small,48,0.048,2338,true,0.000212318,0.000106761,3,4
mvtable_simd,panda,bookshelf_small,48,0.048,2338,true,0.000053462,0.000163909,3,4
mvtable_mutable_simd,panda,bookshelf_small,48,0.048,2338,true,0.000046905,0.000164763,3,4
capt_simd,panda,bookshelf_small,48,0.048,2338,true,0.00009807,0.004044336,3,4
mvtable,panda,bookshelf_small,49,0.048,2259,true,0.000060993,0.0001528,1,6
mvtable_mutable,panda,bookshelf_small,49,0.048,2259,true,0.000058748,0.000163687,1,6
capt,panda,bookshelf_small,49,0.048,2259,true,0.000117329,0.003392658,1,6
kiddo,panda,bookshelf_small,49,0.048,2259,true,0.000384026,0.000098468,1,6
mvtable_simd,panda,bookshelf_small,49,0.048,2259,true,0.00004966,0.000136418,1,6
mvtable_mutable_simd,panda,bookshelf_small,49,0.048,2259,true,0.00004746,0.000163885,1,6
capt_simd,panda,bookshelf_small,49,0.048,2259,true,0.000121087,0.003954221,1,6
mvtable,panda,bookshelf_small,50,0.048,2290,true,0.00008611,0.000153133,7,3
mvtable_mutable,panda,bookshelf_small,50,0.048,2290,true,0.000075044,0.000166431,7,3
capt,panda,bookshelf_small,50,0.048,2290,true,0.000195314,0.003386331,7,3
kiddo,panda,bookshelf_small,50,0.048,2290,true,0.000346252,0.000102583,7,3
mvtable_simd,panda,bookshelf_small,50,0.048,2290,true,0.00010455,0.000160745,7,3
mvtable_mutable_simd,panda,bookshelf_small,50,0.048,2290,true,0.000080421,0.000219702,7,3
capt_simd,panda,bookshelf_small,50,0.048,2290,true,0.00016164,0.003978383,7,3
mvtable,panda,bookshelf_tall,1,0.048,7585,true,0.000110806,0.000508423,1,5
mvtable_mutable,panda,bookshelf_tall,1,0.048,7585,true,0.000102806,0.000538575,1,5
capt,panda,bookshelf_tall,1,0.048,7585,true,0.000155837,0.01160087,1,5
kiddo,panda,bookshelf_tall,1,0.048,7585,true,0.00049576,0.00034891,1,5
mvtable_simd,panda,bookshelf_tall,1,0.048,7585,true,0.000104005,0.00048476,1,5
mvtable_mutable_simd,panda,bookshelf_tall,1,0.048,7585,true,0.000102227,0.000554221,1,5
capt_simd,panda,bookshelf_tall,1,0.048,7585,true,0.000134081,0.021674622,1,5
mvtable,panda,bookshelf_tall,2,0.048,7619,true,0.003759576,0.000516183,2501,14
mvtable_mutable,panda,bookshelf_tall,2,0.048,7619,true,0.00331285,0.000531544,2501,14
capt,panda,bookshelf_tall,2,0.048,7619,true,0.006391593,0.0152089,2501,14
kiddo,panda,bookshelf_tall,2,0.048,7619,true,0.008026419,0.000327845,2501,14
mvtable_simd,panda,bookshelf_tall,2,0.048,7619,true,0.003732139,0.000530161,2501,14
mvtable_mutable_simd,panda,bookshelf_tall,2,0.048,7619,true,0.003354295,0.000538414,2501,14
capt_simd,panda,bookshelf_tall,2,0.048,7619,true,0.004217879,0.018019012,2501,14
mvtable,panda,bookshelf_tall,3,0.048,7702,true,0.000142887,0.000510137,8,5
mvtable_mutable,panda,bookshelf_tall,3,0.048,7702,true,0.000137965,0.000532554,8,5
capt,panda,bookshelf_tall,3,0.048,7702,true,0.000256463,0.011546809,8,5
kiddo,panda,bookshelf_tall,3,0.048,7702,true,0.000462632,0.000364591,8,5
mvtable_simd,panda,bookshelf_tall,3,0.048,7702,true,0.00013145,0.000477795,8,5
mvtable_mutable_simd,panda,bookshelf_tall,3,0.048,7702,true,0.00013219,0.000538408,8,5
capt_simd,panda,bookshelf_tall,3,0.048,7702,true,0.000163868,0.015704003,8,5
mvtable,panda,bookshelf_tall,4,0.048,7233,true,0.000100374,0.000466838,2,5
mvtable_mutable,panda,bookshelf_tall,4,0.048,7233,true,0.00009324,0.000500032,2,5
capt,panda,bookshelf_tall,4,0.048,7233,true,0.000178438,0.010732592,2,5
kiddo,panda,bookshelf_tall,4,0.048,7233,true,0.000517061,0.000332868,2,5
mvtable_simd,panda,bookshelf_tall,4,0.048,7233,true,0.000091203,0.000470881,2,5
mvtable_mutable_simd,panda,bookshelf_tall,4,0.048,7233,true,0.000089633,0.000501063,2,5
capt_simd,panda,bookshelf_tall,4,0.048,7233,true,0.000147043,0.01545476,2,5
mvtable,panda,bookshelf_tall,5,0.048,7642,true,0.000123292,0.000497335,1,6
mvtable_mutable,panda,bookshelf_tall,5,0.048,7642,true,0.000122527,0.000526715,1,6
capt,panda,bookshelf_tall,5,0.048,7642,true,0.000248407,0.017522754,1,6
kiddo,panda,bookshelf_tall,5,0.048,7642,true,0.00068399,0.000369953,1,6
mvtable_simd,panda,bookshelf_tall,5,0.048,7642,true,0.00010992,0.000519886,1,6
mvtable_mutable_simd,panda,bookshelf_tall,5,0.048,7642,true,0.00011614,0.000535086,1,6
capt_simd,panda,bookshelf_tall,5,0.048,7642,true,0.000168521,0.017973725,1,6
mvtable,panda,bookshelf_tall,6,0.048,7711,true,0.000162649,0.000494242,8,5
mvtable_mutable,panda,bookshelf_tall,6,0.048,7711,true,0.000163024,0.000537549,8,5
capt,panda,bookshelf_tall,6,0.048,7711,true,0.00018201,0.017858915,8,5
kiddo,panda,bookshelf_tall,6,0.048,7711,true,0.000380703,0.000445028,8,5
mvtable_simd,panda,bookshelf_tall,6,0.048,7711,true,0.000174978,0.000456341,8,5
mvtable_mutable_simd,panda,bookshelf_tall,6,0.048,7711,true,0.000161366,0.000530143,8,5
capt_simd,panda,bookshelf_tall,6,0.048,7711,true,0.000184866,0.018105104,8,5
mvtable,panda,bookshelf_tall,7,0.048,7554,true,0.000236009,0.000517434,5,6
mvtable_mutable,panda,bookshelf_tall,7,0.048,7554,true,0.000277242,0.000523474,5,6
capt,panda,bookshelf_tall,7,0.048,7554,true,0.000343741,0.011229089,5,6
kiddo,panda,bookshelf_tall,7,0.048,7554,true,0.000604761,0.000363645,5,6
mvtable_simd,panda,bookshelf_tall,7,0.048,7554,true,0.000221469,0.00051231,5,6
mvtable_mutable_simd,panda,bookshelf_tall,7,0.048,7554,true,0.000244245,0.000535553,5,6
capt_simd,panda,bookshelf_tall,7,0.048,7554,true,0.000225859,0.015965981,5,6
mvtable,panda,bookshelf_tall,8,0.048,7450,true,0.000155082,0.000476061,28,6
mvtable_mutable,panda,bookshelf_tall,8,0.048,7450,true,0.000140292,0.000527166,28,6
capt,panda,bookshelf_tall,8,0.048,7450,true,0.000297262,0.011190618,28,6
kiddo,panda,bookshelf_tall,8,0.048,7450,true,0.000843919,0.000345595,28,6
mvtable_simd,panda,bookshelf_tall,8,0.048,7450,true,0.000139873,0.00049369,28,6
mvtable_mutable_simd,panda,bookshelf_tall,8,0.048,7450,true,0.00012819,0.000512899,28,6
capt_simd,panda,bookshelf_tall,8,0.048,7450,true,0.000229462,0.015584519,28,6
mvtable,panda,bookshelf_tall,9,0.048,7646,true,0.00016166,0.000494833,21,6
mvtable_mutable,panda,bookshelf_tall,9,0.048,7646,true,0.000150567,0.000540012,21,6
capt,panda,bookshelf_tall,9,0.048,7646,true,0.000217558,0.011271476,21,6
kiddo,panda,bookshelf_tall,9,0.048,7646,true,0.000708866,0.000407064,21,6
mvtable_simd,panda,bookshelf_tall,9,0.048,7646,true,0.000146822,0.000525329,21,6
mvtable_mutable_simd,panda,bookshelf_tall,9,0.048,7646,true,0.00014781,0.000542921,21,6
capt_simd,panda,bookshelf_tall,9,0.048,7646,true,0.000206482,0.015506805,21,6
mvtable,panda,bookshelf_tall,10,0.048,7596,true,0.000103515,0.000595214,2,5
mvtable_mutable,panda,bookshelf_tall,10,0.048,7596,true,0.000100596,0.000556923,2,5
capt,panda,bookshelf_tall,10,0.048,7596,true,0.00017761,0.017761169,2,5
kiddo,panda,bookshelf_tall,10,0.048,7596,true,0.000507747,0.000346202,2,5
mvtable_simd,panda,bookshelf_tall,10,0.048,7596,true,0.00009642,0.000514568,2,5
mvtable_mutable_simd,panda,bookshelf_tall,10,0.048,7596,true,0.000096484,0.000549938,2,5
capt_simd,panda,bookshelf_tall,10,0.048,7596,true,0.000147711,0.017777564,2,5
mvtable,panda,bookshelf_tall,11,0.048,7754,true,0.000169223,0.000534271,7,4
mvtable_mutable,panda,bookshelf_tall,11,0.048,7754,true,0.000166655,0.000713464,7,4
capt,panda,bookshelf_tall,11,0.048,7754,true,0.000164764,0.017698915,7,4
kiddo,panda,bookshelf_tall,11,0.048,7754,true,0.000398203,0.000349058,7,4
mvtable_simd,panda,bookshelf_tall,11,0.048,7754,true,0.000158503,0.000521169,7,4
mvtable_mutable_simd,panda,bookshelf_tall,11,0.048,7754,true,0.00016354,0.000538426,7,4
capt_simd,panda,bookshelf_tall,11,0.048,7754,true,0.000152533,0.018049411,7,4
mvtable,panda,bookshelf_tall,12,0.048,7135,true,0.000072418,0.000471371,3,5
mvtable_mutable,panda,bookshelf_tall,12,0.048,7135,true,0.000075399,0.000488207,3,5
capt,panda,bookshelf_tall,12,0.048,7135,true,0.000160449,0.011061405,3,5
kiddo,panda,bookshelf_tall,12,0.048,7135,true,0.000579336,0.000337602,3,5
mvtable_simd,panda,bookshelf_tall,12,0.048,7135,true,0.000089081,0.000444751,3,5
mvtable_mutable_simd,panda,bookshelf_tall,12,0.048,7135,true,0.000067139,0.000669629,3,5
capt_simd,panda,bookshelf_tall,12,0.048,7135,true,0.000151156,0.010570019,3,5
mvtable,panda,bookshelf_tall,13,0.048,7561,true,0.000072953,0.000533534,3,5
mvtable_mutable,panda,bookshelf_tall,13,0.048,7561,true,0.000068626,0.000540907,3,5
capt,panda,bookshelf_tall,13,0.048,7561,true,0.000130096,0.017561878,3,5
kiddo,panda,bookshelf_tall,13,0.048,7561,true,0.000469907,0.0003539,3,5
mvtable_simd,panda,bookshelf_tall,13,0.048,7561,true,0.000065172,0.000541024,3,5
mvtable_mutable_simd,panda,bookshelf_tall,13,0.048,7561,true,0.000065887,0.000540979,3,5
capt_simd,panda,bookshelf_tall,13,0.048,7561,true,0.000120061,0.017758208,3,5
mvtable,panda,bookshelf_tall,14,0.048,7664,true,0.000193574,0.000602714,23,6
mvtable_mutable,panda,bookshelf_tall,14,0.048,7664,true,0.000185778,0.000547545,23,6
capt,panda,bookshelf_tall,14,0.048,7664,true,0.000282539,0.017440319,23,6
kiddo,panda,bookshelf_tall,14,0.048,7664,true,0.000670808,0.000391174,23,6
mvtable_simd,panda,bookshelf_tall,14,0.048,7664,true,0.000182526,0.000517631,23,6
mvtable_mutable_simd,panda,bookshelf_tall,14,0.048,7664,true,0.000184753,0.000543509,23,6
capt_simd,panda,bookshelf_tall,14,0.048,7664,true,0.000212677,0.017840116,23,6
mvtable,panda,bookshelf_tall,15,0.048,7620,true,0.000123051,0.000505634,1,5
mvtable_mutable,panda,bookshelf_tall,15,0.048,7620,true,0.000151487,0.000656981,1,5
capt,panda,bookshelf_tall,15,0.048,7620,true,0.000221224,0.011400401,1,5
kiddo,panda,bookshelf_tall,15,0.048,7620,true,0.000362076,0.000380201,1,5
mvtable_simd,panda,bookshelf_tall,15,0.048,7620,true,0.000112566,0.00048046,1,5
mvtable_mutable_simd,panda,bookshelf_tall,15,0.048,7620,true,0.000114568,0.000523645,1,5
capt_simd,panda,bookshelf_tall,15,0.048,7620,true,0.000136954,0.015733688,1,5
mvtable,panda,bookshelf_tall,16,0.048,7516,true,0.000187983,0.000478254,17,5
mvtable_mutable,panda,bookshelf_tall,16,0.048,7516,true,0.00017825,0.000518909,17,5
capt,panda,bookshelf_tall,16,0.048,7516,true,0.000310524,0.017377708,17,5
kiddo,panda,bookshelf_tall,16,0.048,7516,true,0.000692001,0.000354199,17,5
mvtable_simd,panda,bookshelf_tall,16,0.048,7516,true,0.000180402,0.000495417,17,5
mvtable_mutable_simd,panda,bookshelf_tall,16,0.048,7516,true,0.000178835,0.000520693,17,5
capt_simd,panda,bookshelf_tall,16,0.048,7516,true,0.000214477,0.017758401,17,5
mvtable,panda,bookshelf_tall,17,0.048,7746,true,0.000160341,0.000529313,1,5
mvtable_mutable,panda,bookshelf_tall,17,0.048,7746,true,0.000145212,0.000565786,1,5
capt,panda,bookshelf_tall,17,0.048,7746,true,0.000228432,0.017875895,1,5
kiddo,panda,bookshelf_tall,17,0.048,7746,true,0.000485659,0.000375506,1,5
mvtable_simd,panda,bookshelf_tall,17,0.048,7746,true,0.000145767,0.000512104,1,5
mvtable_mutable_simd,panda,bookshelf_tall,17,0.048,7746,true,0.000138102,0.000563013,1,5
capt_simd,panda,bookshelf_tall,17,0.048,7746,true,0.000168541,0.018225404,1,5
mvtable,panda,bookshelf_tall,18,0.048,7555,true,0.00009305,0.00053899,1,4
mvtable_mutable,panda,bookshelf_tall,18,0.048,7555,true,0.000089421,0.000546038,1,4
capt,panda,bookshelf_tall,18,0.048,7555,true,0.000151071,0.01122253,1,4
kiddo,panda,bookshelf_tall,18,0.048,7555,true,0.000339196,0.000358203,1,4
mvtable_simd,panda,bookshelf_tall,18,0.048,7555,true,0.000084103,0.000496341,1,4
mvtable_mutable_simd,panda,bookshelf_tall,18,0.048,7555,true,0.000085169,0.000544301,1,4
capt_simd,panda,bookshelf_tall,18,0.048,7555,true,0.000115962,0.015597716,1,4
mvtable,panda,bookshelf_tall,19,0.048,7513,true,0.000128503,0.000497378,7,4
mvtable_mutable,panda,bookshelf_tall,19,0.048,7513,true,0.00012221,0.000534988,7,4
capt,panda,bookshelf_tall,19,0.048,7513,true,0.000206927,0.011208391,7,4
kiddo,panda,bookshelf_tall,19,0.048,7513,true,0.00043008,0.000362325,7,4
mvtable_simd,panda,bookshelf_tall,19,0.048,7513,true,0.000122676,0.000479986,7,4
mvtable_mutable_simd,panda,bookshelf_tall,19,0.048,7513,true,0.000122689,0.000522025,7,4
capt_simd,panda,bookshelf_tall,19,0.048,7513,true,0.000163388,0.015559405,7,4
mvtable,panda,bookshelf_tall,20,0.048,7451,true,0.000086988,0.000500113,1,4
mvtable_mutable,panda,bookshelf_tall,20,0.048,7451,true,0.000085869,0.000522774,1,4
capt,panda,bookshelf_tall,20,0.048,7451,true,0.000156377,0.011162206,1,4
kiddo,panda,bookshelf_tall,20,0.048,7451,true,0.000402313,0.000348051,1,4
mvtable_simd,panda,bookshelf_tall,20,0.048,7451,true,0.000081034,0.000495934,1,4
mvtable_mutable_simd,panda,bookshelf_tall,20,0.048,7451,true,0.000081158,0.000540323,1,4
capt_simd,panda,bookshelf_tall,20,0.048,7451,true,0.000139433,0.015486985,1,4
mvtable,panda,bookshelf_tall,21,0.048,7621,true,0.000175572,0.000486227,23,6
mvtable_mutable,panda,bookshelf_tall,21,0.048,7621,true,0.000173715,0.000525358,23,6
capt,panda,bookshelf_tall,21,0.048,7621,true,0.000243986,0.017695728,23,6
kiddo,panda,bookshelf_tall,21,0.048,7621,true,0.000549875,0.000341573,23,6
mvtable_simd,panda,bookshelf_tall,21,0.048,7621,true,0.000164625,0.000515052,23,6
mvtable_mutable_simd,panda,bookshelf_tall,21,0.048,7621,true,0.000173613,0.000535012,23,6
capt_simd,panda,bookshelf_tall,21,0.048,7621,true,0.000201068,0.017978884,23,6
mvtable,panda,bookshelf_tall,22,0.048,7499,true,0.000148761,0.000571857,8,5
mvtable_mutable,panda,bookshelf_tall,22,0.048,7499,true,0.000227432,0.000556641,8,5
capt,panda,bookshelf_tall,22,0.048,7499,true,0.000359664,0.010433595,8,5
kiddo,panda,bookshelf_tall,22,0.048,7499,true,0.000573385,0.000352305,8,5
mvtable_simd,panda,bookshelf_tall,22,0.048,7499,true,0.000138373,0.000495024,8,5
mvtable_mutable_simd,panda,bookshelf_tall,22,0.048,7499,true,0.000139267,0.000528093,8,5
capt_simd,panda,bookshelf_tall,22,0.048,7499,true,0.000214533,0.016123512,8,5
mvtable,panda,bookshelf_tall,23,0.048,7725,true,0.00010438,0.000517996,3,4
mvtable_mutable,panda,bookshelf_tall,23,0.048,7725,true,0.000100432,0.000557388,3,4
capt,panda,bookshelf_tall,23,0.048,7725,true,0.00015672,0.017766683,3,4
kiddo,panda,bookshelf_tall,23,0.048,7725,true,0.00036554,0.000371604,3,4
mvtable_simd,panda,bookshelf_tall,23,0.048,7725,true,0.000095801,0.000500508,3,4
mvtable_mutable_simd,panda,bookshelf_tall,23,0.048,7725,true,0.000097496,0.000565848,3,4
capt_simd,panda,bookshelf_tall,23,0.048,7725,true,0.000144181,0.018009156,3,4
mvtable,panda,bookshelf_tall,24,0.048,7712,true,0.000397942,0.000536095,33,9
mvtable_mutable,panda,bookshelf_tall,24,0.048,7712,true,0.000374626,0.000561331,33,9
capt,panda,bookshelf_tall,24,0.048,7712,true,0.000427942,0.017555205,33,9
kiddo,panda,bookshelf_tall,24,0.048,7712,true,0.000956698,0.000469387,33,9
mvtable_simd,panda,bookshelf_tall,24,0.048,7712,true,0.000408505,0.000517325,33,9
mvtable_mutable_simd,panda,bookshelf_tall,24,0.048,7712,true,0.000400005,0.000875915,33,9
capt_simd,panda,bookshelf_tall,24,0.048,7712,true,0.000328062,0.018020091,33,9
mvtable,panda,bookshelf_tall,25,0.048,7593,true,0.000099731,0.000567888,1,5
mvtable_mutable,panda,bookshelf_tall,25,0.048,7593,true,0.000089674,0.000559469,1,5
capt,panda,bookshelf_tall,25,0.048,7593,true,0.00012194,0.018083054,1,5
kiddo,panda,bookshelf_tall,25,0.048,7593,true,0.000452798,0.000374271,1,5
mvtable_simd,panda,bookshelf_tall,25,0.048,7593,true,0.000080823,0.000527672,1,5
mvtable_mutable_simd,panda,bookshelf_tall,25,0.048,7593,true,0.000083498,0.000575067,1,5
capt_simd,panda,bookshelf_tall,25,0.048,7593,true,0.000110466,0.01798533,1,5
mvtable,panda,bookshelf_tall,26,0.048,7702,true,0.000164484,0.000499791,14,5
mvtable_mutable,panda,bookshelf_tall,26,0.048,7702,true,0.000134286,0.000541011,14,5
capt,panda,bookshelf_tall,26,0.048,7702,true,0.000233228,0.011236953,14,5
kiddo,panda,bookshelf_tall,26,0.048,7702,true,0.000553899,0.000362625,14,5
mvtable_simd,panda,bookshelf_tall,26,0.048,7702,true,0.000132378,0.000512388,14,5
mvtable_mutable_simd,panda,bookshelf_tall,26,0.048,7702,true,0.000132649,0.000540361,14,5
capt_simd,panda,bookshelf_tall,26,0.048,7702,true,0.000188194,0.015616237,14,5
mvtable,panda,bookshelf_tall,27,0.048,7694,true,0.000313083,0.000521873,84,6
mvtable_mutable,panda,bookshelf_tall,27,0.048,7694,true,0.000282279,0.000557383,84,6
capt,panda,bookshelf_tall,27,0.048,7694,true,0.000544275,0.017826381,84,6
kiddo,panda,bookshelf_tall,27,0.048,7694,true,0.000856637,0.000349949,84,6
mvtable_simd,panda,bookshelf_tall,27,0.048,7694,true,0.000314381,0.000668312,84,6
mvtable_mutable_simd,panda,bookshelf_tall,27,0.048,7694,true,0.000315259,0.000839476,84,6
capt_simd,panda,bookshelf_tall,27,0.048,7694,true,0.000314248,0.018079329,84,6
mvtable,panda,bookshelf_tall,28,0.048,7519,true,0.000085358,0.000492493,2,6
mvtable_mutable,panda,bookshelf_tall,28,0.048,7519,true,0.000084505,0.000519914,2,6
capt,panda,bookshelf_tall,28,0.048,7519,true,0.000194972,0.0112965,2,6
kiddo,panda,bookshelf_tall,28,0.048,7519,true,0.00061148,0.000380738,2,6
mvtable_simd,panda,bookshelf_tall,28,0.048,7519,true,0.000071754,0.000480832,2,6
mvtable_mutable_simd,panda,bookshelf_tall,28,0.048,7519,true,0.000073271,0.000519807,2,6
capt_simd,panda,bookshelf_tall,28,0.048,7519,true,0.000149851,0.015604742,2,6
mvtable,panda,bookshelf_tall,29,0.048,7381,true,0.000106358,0.000534763,3,5
mvtable_mutable,panda,bookshelf_tall,29,0.048,7381,true,0.000103435,0.000516948,3,5
capt,panda,bookshelf_tall,29,0.048,7381,true,0.000203101,0.011300782,3,5
kiddo,panda,bookshelf_tall,29,0.048,7381,true,0.000439834,0.000352394,3,5
mvtable_simd,panda,bookshelf_tall,29,0.048,7381,true,0.000099231,0.000492342,3,5
mvtable_mutable_simd,panda,bookshelf_tall,29,0.048,7381,true,0.000100678,0.000517166,3,5
capt_simd,panda,bookshelf_tall,29,0.048,7381,true,0.000146158,0.0154914,3,5
mvtable,panda,bookshelf_tall,30,0.048,7540,true,0.000140521,0.000636314,1,6
mvtable_mutable,panda,bookshelf_tall,30,0.048,7540,true,0.000166895,0.000814647,1,6
capt,panda,bookshelf_tall,30,0.048,7540,true,0.000243965,0.010846352,1,6
kiddo,panda,bookshelf_tall,30,0.048,7540,true,0.000539244,0.000378785,1,6
mvtable_simd,panda,bookshelf_tall,30,0.048,7540,true,0.000117299,0.000514558,1,6
mvtable_mutable_simd,panda,bookshelf_tall,30,0.048,7540,true,0.00011866,0.00068592,1,6
capt_simd,panda,bookshelf_tall,30,0.048,7540,true,0.000199598,0.015845937,1,6
